Country,Year,GDP
"Egypt, Arab Rep.",1966,22666112880.1856
Euro area,1966,4462978057856.64
Spain,1966,403195703839.28
European Union,1966,6064718366780.35
Finland,1966,73316122941.6881
Fiji,1966,993811403.151533
France,1966,924189897794.352
Gabon,1966,3611668656.19117
United Kingdom,1966,917666480088.841
Georgia,1966,8332989822.11306
Ghana,1966,8083977498.22647
"Gambia, The",1966,188905224.997596
Greece,1966,99256406058.3417
Guatemala,1966,9499299912.39665
Guyana,1966,1231098319.13478
High income,1966,14005990307182.6
"Hong Kong SAR, China",1966,18871763547.2577
Honduras,1966,3387761156.93148
Heavily indebted poor countries (HIPC),1966,130819019002.738
Haiti,1966,4080750712.59824
IBRD only,1966,3119204170837.08
IDA & IBRD total,1966,3427632368637.18
IDA total,1966,302582188974.406
IDA blend,1966,120142804017.411
Indonesia,1966,77146332091.4749
IDA only,1966,191922866232.012
India,1966,196245109021.723
"Iran, Islamic Rep.",1966,154729694763.349
Iceland,1966,2936477325.07723
Israel,1966,35329510461.7458
Italy,1966,850689053796.374
Jamaica,1966,7265006249.8015
Japan,1966,1727867738579.79
Kenya,1966,6570669650.06736
"Korea, Rep.",1966,46445386532.3715
Latin America & Caribbean (excluding high income),1966,1126951303299.68
Latin America & Caribbean,1966,1228006841935.96
Sri Lanka,1966,7945483594.4363
Lower middle income,1966,691355340318.758
Low & middle income,1966,3272730701751.94
Lesotho,1966,342902094.16187
Late-demographic dividend,1966,1458120206571.43
Luxembourg,1966,10463874563.2557
Morocco,1966,14445446369.6065
Madagascar,1966,4495993370.4132
Mexico,1966,258267386911.913
Middle income,1966,3178960194260.85
Mali,1966,2016162720.4351
Myanmar,1966,4128390344.11123
Middle East & North Africa (excluding high income),1966,287504483838.688
Mauritania,1966,1311812716.4363
Malawi,1966,1296118186.52412
Malaysia,1966,18619906970.262
North America,1966,5118388452916.79
Niger,1966,2805999592.88547
Nigeria,1966,61308566346.9623
Nicaragua,1966,4833607799.60859
Netherlands,1966,282456340115.019
Norway,1966,117387736584.964
Nepal,1966,3204908381.29249
OECD members,1966,14087582704014.8
Oman,1966,4672595318.59558
Pakistan,1966,23391095573.3437
Panama,1966,4499024172.55084
Peru,1966,42166569646.6579
Philippines,1966,41443812926.2363
Papua New Guinea,1966,3693627581.94224
Puerto Rico,1966,24326628601.8085
Portugal,1966,66199590656.6631
Paraguay,1966,3867089044.36601
Post-demographic dividend,1966,13658321884590.8
Rwanda,1966,1073664094.54497
South Asia,1966,257553880985.222
Sudan,1966,10196251540.5041
Senegal,1966,5196879099.50659
Singapore,1966,10855089863.674
Sierra Leone,1966,1109677110.34716
El Salvador,1966,8803600682.84468
Sub-Saharan Africa (excluding high income),1966,331653893975.414
Sub-Saharan Africa,1966,331819427941.177
Suriname,1966,1893220891.86855
Sweden,1966,191144218113.767
Seychelles,1966,172895980.345911
Chad,1966,2122392418.67013
East Asia & Pacific (IDA & IBRD countries),1966,319436501250.757
Togo,1966,1099822517.07541
Thailand,1966,28868905220.7469
Latin America & the Caribbean (IDA & IBRD countries),1966,1176367677085.25
Middle East & North Africa (IDA & IBRD countries),1966,285666010649.885
South Asia (IDA & IBRD),1966,257553880985.222
Sub-Saharan Africa (IDA & IBRD countries),1966,331819427941.176
Trinidad and Tobago,1966,5090042283.78352
Tunisia,1966,5788922453.54199
Turkey,1966,137015240501.704
Upper middle income,1966,2492613056802.93
Uruguay,1966,14707462729.297
United States,1966,4627360342523.48
St. Vincent and the Grenadines,1966,145260844.745812
"Venezuela, RB",1966,153077276207.634
World,1966,17444975794474.5
South Africa,1966,125036364524.676
Zambia,1966,6331636551.24971
Zimbabwe,1966,5009745481.57516
Argentina,1967,164174071297.927
Australia,1967,304825928196.663
Austria,1967,137470068345.607
Burundi,1967,756012169.305851
Belgium,1967,183529549253.245
Benin,1967,1657974010.96677
Burkina Faso,1967,1535583508.30374
Bangladesh,1967,25006087027.2168
"Bahamas, The",1967,4523165825.37743
Belize,1967,155757123.805982
Bermuda,1967,2175690717.0744
Bolivia,1967,5963480481.85532
Brazil,1967,411366386806.025
Botswana,1967,399247152.769046
Central African Republic,1967,1064276139.08479
Canada,1967,513593184234.397
Chile,1967,43735420036.097
China,1967,157013343437.16
Cote d'Ivoire,1967,8960735861.2205
Cameroon,1967,5882035251.69771
"Congo, Dem. Rep.",1967,21399608887.1643
"Congo, Rep.",1967,2092426564.46621
Colombia,1967,58170835538.0936
Costa Rica,1967,6452070683.61677
Caribbean small states,1967,24599759430.8535
Denmark,1967,146525928470.943
Dominican Republic,1967,6481264712.76123
Algeria,1967,35977272901.7645
East Asia & Pacific (excluding high income),1967,354457173978.612
Early-demographic dividend,1967,1822482668106.94
East Asia & Pacific,1967,2786393772440.81
Ecuador,1967,14128114602.6041
"Egypt, Arab Rep.",1967,23862774279.2879
Euro area,1967,4773317285811.12
Spain,1967,439108407898.429
European Union,1967,6415842462585.93
Finland,1967,80349549608.1422
Fiji,1967,1019614826.89682
France,1967,988795674791.155
Gabon,1967,3903596598.83735
United Kingdom,1967,936501085850.921
Georgia,1967,8731152552.39051
Ghana,1967,8569515330.79163
"Gambia, The",1967,193506054.977634
Greece,1967,109082522436.44
Guatemala,1967,9949273106.33761
Guyana,1967,1317206095.70641
High income,1967,14817165086154.6
"Hong Kong SAR, China",1967,21012505633.8607
Honduras,1967,3409965859.58303
Heavily indebted poor countries (HIPC),1967,136746425133.543
Haiti,1967,4236306615.42571
IBRD only,1967,3349958135014.84
IDA & IBRD total,1967,3688882490545.11
IDA total,1967,331960647790.08
IDA blend,1967,140073011792.354
Indonesia,1967,82409484955.0243
IDA only,1967,199158908126.203
India,1967,209078950997.853
"Iran, Islamic Rep.",1967,180003022477.32
Iraq,1967,13907465553.212
Iceland,1967,3006206564.05968
Israel,1967,40122207101.2534
Italy,1967,902564582672.759
Jamaica,1967,7670006654.91424
Japan,1967,1943469252349.82
Kenya,1967,7093643995.78389
"Korea, Rep.",1967,53199182396.0846
Latin America & Caribbean (excluding high income),1967,1197651213298.55
Latin America & Caribbean,1967,1304782613152.77
Sri Lanka,1967,8558622234.66535
Lower middle income,1967,744886128298.59
Low & middle income,1967,3525002919551.64
Lesotho,1967,348208629.89128
Late-demographic dividend,1967,1602278166125.28
Luxembourg,1967,11507421908.8175
Morocco,1967,15653398481.5429
Madagascar,1967,4663299272.37588
Middle East & North Africa,1967,501382164262.504
Mexico,1967,267096567520.373
Middle income,1967,3425187785100.83
Mali,1967,2020820044.61598
Myanmar,1967,4264286266.68776
Middle East & North Africa (excluding high income),1967,324210987500.731
Mauritania,1967,1328191119.1393
Malawi,1967,1372360522.89006
Malaysia,1967,19530147388.5887
North America,1967,5286577388093.18
Niger,1967,2652063975.73311
Nigeria,1967,76143635539.5481
Nicaragua,1967,5135113942.19366
Netherlands,1967,300616726669.141
Norway,1967,122675598014.629
Nepal,1967,3347956954.26606
OECD members,1967,14887973111313.5
Oman,1967,5871871521.45644
Pakistan,1967,24679453640.8837
Panama,1967,4878804311.7562
Peru,1967,43648496411.7063
Philippines,1967,43373585464.6592
Papua New Guinea,1967,3999218306.65599
Pre-demographic dividend,1967,213469732047.984
Puerto Rico,1967,26607306966.3151
Portugal,1967,67603512624.5934
Paraguay,1967,4048886755.43606
Post-demographic dividend,1967,14443801577013.8
Rwanda,1967,1191846275.59489
South Asia,1967,272856436275.878
Saudi Arabia,1967,81427200000.0002
Sudan,1967,10337913211.4384
Senegal,1967,4856268215.8871
Singapore,1967,12356734810.3612
Sierra Leone,1967,1204282042.06042
El Salvador,1967,9110443037.76855
Sub-Saharan Africa (excluding high income),1967,361693350761.15
Sub-Saharan Africa,1967,361855954311.09
Suriname,1967,1978415832.00264
Sweden,1967,200719873587.384
Seychelles,1967,172895980.345911
Chad,1967,2268440825.16507
East Asia & Pacific (IDA & IBRD countries),1967,353746558212.389
Togo,1967,1218942845.92517
Thailand,1967,30760009014.5344
Latin America & the Caribbean (IDA & IBRD countries),1967,1249041304646.4
Middle East & North Africa (IDA & IBRD countries),1967,322137791284.53
South Asia (IDA & IBRD),1967,272856436275.878
Sub-Saharan Africa (IDA & IBRD countries),1967,361855954311.089
Trinidad and Tobago,1967,5229035285.19134
Tunisia,1967,6063769805.78455
Turkey,1967,142607031989.398
Upper middle income,1967,2685700482125.97
Uruguay,1967,15570017272.1179
United States,1967,4770808513141.71
St. Vincent and the Grenadines,1967,149416532.315812
"Venezuela, RB",1967,154158058104.214
World,1967,18510845366695.8
South Africa,1967,130932867674.863
Zambia,1967,6303972629.29686
Zimbabwe,1967,5632368464.73766
Argentina,1968,169174227931.948
Australia,1968,326687853950.911
Austria,1968,146159747322.549
Burundi,1968,917236835.232064
Belgium,1968,193792194112.927
Benin,1968,1692754286.41874
Burkina Faso,1968,1537380442.1502
Bangladesh,1968,26411392182.3557
"Bahamas, The",1968,4267622809.06613
Belize,1968,163245448.710894
Bermuda,1968,2313026675.95958
Bolivia,1968,6275431893.23715
Brazil,1968,447443002845.25
Botswana,1968,467599333.990521
Central African Republic,1968,1089104433.60978
Canada,1968,528304615337.633
Chile,1968,44535326423.2174
China,1968,187316918714.654
Cote d'Ivoire,1968,9890415060.22622
Cameroon,1968,6063911795.34387
"Congo, Dem. Rep.",1968,21347167738.5436
"Congo, Rep.",1968,2225472883.76455
Colombia,1968,61781962899.7409
Costa Rica,1968,6936178214.89788
Caribbean small states,1968,25755370877.9789
Denmark,1968,150533749283.215
Dominican Republic,1968,7662584278.40885
Algeria,1968,39165815236.0404
East Asia & Pacific (excluding high income),1968,399612948785.385
Early-demographic dividend,1968,1979818485714.87
East Asia & Pacific,1968,2873990974724.6
Ecuador,1968,15098988653.7367
"Egypt, Arab Rep.",1968,25198735286.2253
Euro area,1968,5034156211407.58
Spain,1968,457948966202.287
European Union,1968,6770713641010.18
Finland,1968,84635320495.2761
Fiji,1968,1149133552.97643
France,1968,1038354070752.8
Gabon,1968,4242403104.80399
United Kingdom,1968,993224721724.749
Georgia,1968,9783441207.62341
Ghana,1968,9402769804.80786
"Gambia, The",1968,205414120.711582
Greece,1968,117755967331.064
Guatemala,1968,10517166034.1936
Guyana,1968,1373259233.30054
High income,1968,15231231738514.1
"Hong Kong SAR, China",1968,22947058800.839
Honduras,1968,3533635805.46997
Heavily indebted poor countries (HIPC),1968,142928207422.678
Haiti,1968,4263891483.02034
IBRD only,1968,3600049868010.32
IDA & IBRD total,1968,3979288446347.87
IDA total,1968,370415468494.354
IDA blend,1968,166252140715.295
Indonesia,1968,88635220348.1986
IDA only,1968,208504230918.463
India,1968,219861632830.604
"Iran, Islamic Rep.",1968,200024018295.243
Iraq,1968,14539470473.9431
Iceland,1968,3389597017.7212
Israel,1968,41343550620.7081
Italy,1968,950117939348.408
Jamaica,1968,8595347631.08298
Japan,1968,1951224678933.53
Kenya,1968,6763403165.32304
"Korea, Rep.",1968,58517673375.3668
Latin America & Caribbean (excluding high income),1968,1279646733193.52
Latin America & Caribbean,1968,1390831583258.94
Sri Lanka,1968,8887840752.74573
Lower middle income,1968,807235878804.269
Low & middle income,1968,3807757986054.08
Lesotho,1968,355789379.573079
Late-demographic dividend,1968,1761563306612.53
Luxembourg,1968,12026066098.5417
Morocco,1968,16391215216.3929
Madagascar,1968,4909356186.80499
Middle East & North Africa,1968,595949983018.974
Mexico,1968,284464479176.938
Middle income,1968,3704171986445.76
Mali,1968,2144836858.6076
Myanmar,1968,4476619177.51576
Middle East & North Africa (excluding high income),1968,355045215401.102
Mauritania,1968,1487387192.24164
Malawi,1968,1378938219.12501
Malaysia,1968,20699327206.4884
North America,1968,5289304504313.59
Niger,1968,2733105187.70559
Nigeria,1968,95185058689.7191
Nicaragua,1968,5204634480.22698
Netherlands,1968,319699562077.53
Norway,1968,125059553530.953
Nepal,1968,3434200061.79961
OECD members,1968,15255135570521.3
Oman,1968,6687773732.11964
Pakistan,1968,27481425962.2594
Panama,1968,5218331335.13043
Peru,1968,45117681232.1881
Philippines,1968,45006429570.4411
Papua New Guinea,1968,4432845780.04627
Pre-demographic dividend,1968,240785930696.788
Puerto Rico,1968,28841766773.1089
Portugal,1968,76130076823.259
Paraguay,1968,4273738674.52894
Post-demographic dividend,1968,14789037498440.1
Rwanda,1968,1263374038.86
South Asia,1968,288386238712.262
Saudi Arabia,1968,129182079226.667
Sudan,1968,10950442293.1335
Senegal,1968,5272064110.64453
Singapore,1968,14079541348.6336
Sierra Leone,1968,1308097094.08337
El Salvador,1968,9381687811.11888
Sub-Saharan Africa (excluding high income),1968,398007626264.833
Sub-Saharan Africa,1968,398184243601.525
Suriname,1968,2031833059.46671
Sweden,1968,213141173401.083
Seychelles,1968,188235086.723801
Chad,1968,2310626031.93245
East Asia & Pacific (IDA & IBRD countries),1968,398811804718.793
Togo,1968,1249712652.42876
Thailand,1968,34269095175.674
Latin America & the Caribbean (IDA & IBRD countries),1968,1331488349718.82
Middle East & North Africa (IDA & IBRD countries),1968,352774846951.148
South Asia (IDA & IBRD),1968,288386238712.261
Sub-Saharan Africa (IDA & IBRD countries),1968,398184243601.524
Trinidad and Tobago,1968,5413810341.56526
Tunisia,1968,6346925527.45564
Turkey,1968,147218243164.808
Upper middle income,1968,2902527582733.47
Uruguay,1968,15933298998.6466
United States,1968,4758686862300.0
St. Vincent and the Grenadines,1968,165472667.852549
"Venezuela, RB",1968,166046595556.999
World,1968,19191213988381.6
South Africa,1968,137805107234.084
Zambia,1968,6606381313.71036
Zimbabwe,1968,6903320904.62447
Andorra,1969,1070491206.24643
Argentina,1969,178746327507.296
Australia,1969,339767692195.329
Austria,1969,153635772670.608
Burundi,1969,942431759.973465
Belgium,1969,201516416339.207
Benin,1969,1667416432.2107
Burkina Faso,1969,1559108853.07615
Bangladesh,1969,24964184430.4711
"Bahamas, The",1969,4337036067.07757
Belize,1969,169709056.071207
Bermuda,1969,2392536967.94565
Bolivia,1969,6593178122.71294
Brazil,1969,497982078591.116
Botswana,1969,588338659.37597
Central African Republic,1969,1101413517.88332
Canada,1969,549279633322.304
Switzerland,1969,318944957159.617
Chile,1969,48731750485.5682
China,1969,200541493182.187
Cote d'Ivoire,1969,10825715775.6769
Cameroon,1969,6274918208.08218
"Congo, Dem. Rep.",1969,22629069018.1161
"Congo, Rep.",1969,2398014594.34025
Colombia,1969,65464617626.9221
Costa Rica,1969,7406347431.65367
Caribbean small states,1969,26305777911.2756
Cuba,1969,21283556246.2655
Germany,1969,1582110001731.5
Denmark,1969,155057281775.225
Dominican Republic,1969,8495619528.20552
Algeria,1969,34727655043.5586
East Asia & Pacific (excluding high income),1969,426717494895.708
Early-demographic dividend,1969,2097440536749.61
East Asia & Pacific,1969,3021765126028.25
Europe & Central Asia,1969,8832260326691.73
Ecuador,1969,16049108549.3378
"Egypt, Arab Rep.",1969,26221135246.7703
Euro area,1969,5225377217565.9
Spain,1969,479241181927.499
European Union,1969,7016769727776.76
Finland,1969,86630107555.3454
Fiji,1969,1228297210.20436
France,1969,1093560406468.51
Gabon,1969,4677619823.51501
United Kingdom,1969,1027831874523.51
Georgia,1969,10025183790.6845
Ghana,1969,9893229989.64744
"Gambia, The",1969,205278799.98292
Guinea-Bissau,1969,333447059.545825
Greece,1969,126989421156.068
Greenland,1969,821342248.105121
Guatemala,1969,11104418771.1324
Guyana,1969,1416006744.94889
High income,1969,15834261666404.6
"Hong Kong SAR, China",1969,24620540568.7975
Honduras,1969,3674804683.35436
Heavily indebted poor countries (HIPC),1969,148984938849.77
Haiti,1969,4540207875.2018
IBRD only,1969,3828325696307.06
IDA & IBRD total,1969,4233416789280.77
IDA total,1969,395545322770.413
IDA blend,1969,184542100518.812
Indonesia,1969,94860955741.3729
IDA only,1969,213014136038.659
India,1969,223473806398.888
Ireland,1969,38999045053.4082
"Iran, Islamic Rep.",1969,228867865693.399
Iraq,1969,15320902259.1975
Iceland,1969,3832306781.41579
Israel,1969,45871112198.2297
Italy,1969,967392109536.06
Jamaica,1969,8806627589.28733
Japan,1969,2042912571322.3
Kenya,1969,8263112873.85727
Kiribati,1969,119648042.416154
"Korea, Rep.",1969,64635516637.9628
Latin America & Caribbean (excluding high income),1969,1365080635128.54
Latin America & Caribbean,1969,1483349069583.25
Sri Lanka,1969,9003996423.69223
Lower middle income,1969,848013260196.089
Low & middle income,1969,4051262074067.15
Lesotho,1969,373983444.094808
Late-demographic dividend,1969,1912170992211.03
Luxembourg,1969,12346829649.5882
Morocco,1969,17308614101.4968
Monaco,1969,2118031891.57715
Madagascar,1969,5102262712.08589
Middle East & North Africa,1969,669089421512.343
Mexico,1969,295167363283.641
Middle income,1969,3942640762288.65
Mali,1969,2199937632.21704
Malta,1969,1160558807.94702
Myanmar,1969,4661501868.33128
Middle East & North Africa (excluding high income),1969,387761016305.266
Mauritania,1969,1514798049.07542
Malawi,1969,1602582191.64883
Malaysia,1969,22776434433.9888
North America,1969,5467079835490.25
Niger,1969,2888326994.84144
Nigeria,1969,108737061460.788
Nicaragua,1969,5376634976.48683
Netherlands,1969,333500929363.726
Norway,1969,132153494145.871
Nepal,1969,3393148207.76815
New Zealand,1969,58554910352.1139
